Index,Sentences,Sentiment
628,လုပ်ငန်းတာဝန် အရ နယ်မြေ သို့ ကွင်းဆင်း စုံစမ်းစစ်ဆေး သည့်အခါ တစ်ဦးချင်း တာဝန်ယူမှု ကဲ့သို့ အဖွဲ့လိုက် တာဝန်ယူမှု ကို ပေါင်းစပ် သော ဆောင်ရွက် သည့် ပုံစံ ဖြင့် လုပ်ကိုင် ခဲ့ပါသည် ဟု ရှင်းပြ သည် ။,Positive
629,အောက်တိုဘာ ၉ ရက်နိုဝင်ဘာ ၁၂ ရက် နှင့် ၁၃ ရက်တို့ တွင် ဖြစ်ပွားခဲ့သော ဖြစ်စဉ်များ သည် ယခင်က ရခိုင်ပြည်နယ် ၌ ဖြစ်ပွားသော ဖြစ်စဉ်များ နှင့် သဘောသဘာဝ မတူ ပါကြောင်း ဥက္ကဋ္ဌ က ရှင်းလင်း ပြသည်။,Positive
630,ကော်မရှင် က နောင် အလားတူ ဖြစ်စဉ်မျိုး ထပ်မံ မပေါ်ပေါက် စေရေး အတွက် အကြံပြု ရန် တို့ ကို အလေးထား ၍ စုံစမ်းဖော်ထုတ် ခဲ့ပါသည် ။,Positive
631,ဒုတိယသမ္မတ ဦးဟင်နရီဗန်ထီးယူ မန္တလေးတိုင်းဒေသကြီး ရှိ စိုက်ပျိုးရေး လုပ်ငန်းများအား ကြည့်ရှုစစ်ဆေး သည် ။,Positive
632,ဒုတိယသမ္မတ ဦးဟင်နရီဗန်ထီးယူ သည် ပြည်ထောင်စုဝန်ကြီး ဒေါက်တာ အောင်သူ ဒုတိယဝန်ကြီး ဗိုလ်ချုပ် အောင်စိုး နှင့် ဦး ကျော်မျိုးတို့ နှင့်အတူ ဗုဒ္ဒဟူး နေ့ နံနက်ပိုင်းတွင် မန္တလေးတိုင်းဒေသကြီး ရမည်းသင်း မြို့နယ် ဆည်ထိပ် ကျေးရွာ ရှိ စီးပွားဖြစ် စိုက်ပျိုး ထားရှိ သည့် စပျစ် စိုက်ခင်းများ အောင်မြင် ဖြစ်ထွန်း နေ မှု အခြေအနေ ကို ကြည့်ရှုစစ်ဆေး သည် ။,Positive
633,ယင်းနောက် နေပြည်တော် -မန္တလေး ပြည်ထောင်စု လမ်းမကြီး ရမည်းသင်း လမ်းပိုင်း ရှိ ရေ ဆင်း (၁) စပ်မျိုး နကြောမျိုး စေ့ထုတ်လုပ် သည့် စိုက်ခင်း သို့ ရောက်ရှိ ရာ တာဝန်ရှိသူများက စိုက်ခင်း အတွင်းစိုက်ပျိုး ထားရှိမှု အခြေအနေများကို ရှင်းလင်း တင်ပြ ပြီး ဒုတိယသမ္မတ က မျိုး စေ့ထုတ်လုပ် ထားရှိမှု နှင့် နကြော စိုက်ခင်း ကို လှည့်လည် ကြည့်ရှုစစ်ဆေး သည် ။,Positive
634,ဆက်လက်၍ တပ်ကုန်း မြို့နယ် စိုက်ပျိုးရေး သုတေသနခြံ သို့ ရောက်ရှိ ကြရာ စိုက်ပျိုးရေး သုတေသန ဦးစီးဌာန ညွှန်ကြားရေးမှူး ချုပ် ဦး နိုင် ကြည်ဝင်း က ဆောင်ရွက်လျက် ရှိသည့် သုတေသနလုပ်ငန်း ဆိုင်ရာ များ နှင့် ပြောင်းဖူး ကို သုတေသန စိုက်ပျိုး ထားရှိမှု အခြေအနေများ အား ရှင်းလင်းတင်ပြသည် ။,Positive
635,ထို့နောက် ဒုတိယသမ္မတ နှင့် အဖွဲ့ဝင်များသည် နေပြည်တော် ကောင်စီနယ်မြေ ပျဉ်မနား မြို့နယ် ရှိ တန် (၂၀၀) ကျ ဆာတာကေး ဆန်စက် သို့ ရောက်ရှိကြသည် ။,Positive
636,မောင်တောဒေသ စုံစမ်းစစ်ဆေးရေး ကော်မရှင် အစည်းအဝေး (၂/၂၀၁၇) ကျင်းပသည် ။ အစည်းအဝေး (၂/၂၀၁၇) ကို မနေ့က မွန်းလွဲ (၂) နာရီ တွင် နိုင်ငံတော် သမ္မတရုံး အစည်းအဝေး ခန်းမ၌ ကျင်းပရာ မောင်တောဒေသ စုံစမ်းစစ်ဆေးရေး ကော်မရှင် ဥက္ကဋ္ဌ ဒုတိယသမ္မတ ဦးမြင့်ဆွေ တက်ရောက် အမှာစကား ပြောကြားသည်။,Positive
637,အစည်းအဝေး တွင် ကော်မရှင် ဥက္ကဋ္ဌ ဒုတိယသမ္မတ ဦးမြင့်ဆွေ က မောင်တောဒေသ စုံစမ်းစစ်ဆေးရေး ကော်မရှင် အစည်းအဝေးကို (၅) ကြိမ် တိုင် ကျင်းပခဲ့ ပြီးပြီ ဟုပြောကြားသည်။,Positive
638,ကော်မရှင် ကို ၂၀၁၆ ခုနှစ် ဒီဇင်ဘာ (၁) ရက်တွင် ဖွဲ့စည်းခဲ့သည်။ ဒီဇင်ဘာ (၈) ရက်တွင် ပထမဆုံး အစည်းအဝေးကို ကျင်းပခဲ့ ပြီး သတင်းထုတ်ပြန်ချက် ထုတ်ပြန် ခဲ့ပါသည် ။ ကော်မရှင် သည် မောင်တောဒေသ သို့ ဒီဇင်ဘာ ( ၁၁ ) ရက်မှ (၁၃) ရက်ထိ သွားရောက် ခဲ့ပါသည် ။အသေးစိတ် ကြည့်ရှု စုံစမ်း ခဲ့ပါသည် ။ ဒီဇင်ဘာ (၁၂) ရက်တွင် မောင်တောဒေသ တွင် ကော်မရှင် အစည်းအဝေးကို ဒုတိယအကြိမ် ကျင်းပခဲ့သည်။ ကော်မရှင် ဒုတိယအကြိမ် သတင်းထုတ်ပြန် မှု ကို ထုတ်ပြန်နိုင် ခဲ့ပါသည် ။ အဆိုပါ ခရီးစဉ် တွင် ကျေးရွာ (၁၁)ရွာ သို့ သွားရောက် ကြည့်ရှု့ ခဲ့သည် ။ လိုအပ်သည် များ စုံစမ်း မေးမြန်း ရန် ဒေသခံ ကျေးရွာသားများ နှင့် လည်း တွေ့ဆုံ ခဲ့ပါသည် ။ ဒီဇင်ဘာ (၂၆) ရက်တွင် ကော်မရှင် အစည်းအဝေး (၃/၂၀၁၆) ကို ကျင်းပခဲ့သည် ။ထို့နောက် ရှေး က စစ်ဆေး မေးမြန်း ခဲ့ သည့် အချက်အလက်များကို ပြန်လည် သုံးသပ်ပြီး ဆွေးနွေး ခဲ့ပါသည် ။ ၂၀၁၇ ခုနှစ် ဇန်နဝါရီ (၃) ရက်တွင် ကော်မရှင် ၏ ကြားဖြတ် အစီရင်ခံစာ ကို ထုတ်ပြန် ခဲ့ပါသည် ။ ဇန်နဝါရီ (၅) ရက်တွင် ကော်မရှင် အစည်းအဝေး (၁/၂၀၁၇) ကို ကျင်းပခဲ့သည်။,Positive
639,မောင်တောဒေသ သို့ ဇန်နဝါရီ (၆) ရက် နှင့် (၇) ရက်တို့ တွင် ထပ်မံ သွားရောက် ခဲ့ပါသည် ။ ယနေ့ အစည်းအဝေး တွင် စုံစမ်းစစ်ဆေးရေး ကော်မရှင် ၏ အပြီးသတ် အစီရင်ခံစာ အတွက် လိုအပ်ချက်များ ကို အသေးစိတ် ဆွေးနွေး ရန် လိုအပ်ပါသည် ။ထို့နောက် စုံစမ်းစစ်ဆေးရေး ကော်မရှင် အတွင်းရေးမှူး ဦးဇော်မြင့်ဖေ က အစီရင်ခံစာ ရေးသား ပြုစု ပြီးစီးမှု အခြေအနေ နှင့်စပ်လျဉ်း၍ ရှင်းလင်းတင်ပြသည် ။ ဆက်လက်၍ စုံစမ်းစစ်ဆေးရေး ကော်မရှင် အဖွဲ့ဝင် ရဲချုပ် ဇော်ဝင်း က မောင်တောဒေသ နောက်ဆုံး အခြေအနေများကို ရှင်းလင်းတင်ပြသည် ။ ကော်မရှင် အဖွဲ့ဝင်များက လိုအပ်သည် များ ကို အကြံပြု ဆွေးနွေးကြသည် ။ ဆွေးနွေး တင်ပြချက်များ အပေါ် ဒုတိယသမ္မတ က လိုအပ်သည် များ ကို မှာကြား ပြီး နိဂုံးချုပ် အမှာစကား ပြောကြားသည်။,Positive
640,ဒီနေ့ ကျင်းပ တဲ့ (၁၇) ကြိမ်မြောက် မြန်မာ့ တိုင်းရင်းဆေး သမားတော်များ ညီလာခံ ကို မြန်မာနိုင်ငံ တစ်ဝန်းလုံး က တက်ရောက် လာ ကြတဲ့ မြန်မာ့ တိုင်းရင်းဆေး သမားတော်ကြီး များ နဲ့ တိုင်းရင်းဆေးပညာရှင် အပေါင်း တို့ ကိုဝမ်းမြောက် ဂုဏ်ယူ စွာ နှုတ်ခွန်းဆက်သပါသည် ။ကိုယ်စိတ် နှစ် ပါး ကြည်လင် ချမ်းမြေ့ ကြပါစေ ကြောင်း ကျွန်ုပ် က ဆုမွန်ကောင်း တောင်းအပ် ပါတယ်။,Positive
641,ခရစ်သက္ကရာဇ် ၂၀၀ဝ ပြည့် နှစ် ကတည်းက နှစ်စဉ် မပျက်မကွက် ကျင်းပ လာခဲ့တဲ့ မြန်မာ့ တိုင်းရင်းဆေး သမားတော်များ ညီလာခံ ဟာ အခု ဆိုရင် (၁၇) ကြိမ်မြောက် ခဲ့ပြီ ဖြစ်ပါတယ်။,Positive
642,အဆိုပါ ညီလာခံ ကို အောက်ပါ ရည်ရွယ်ချက်များ နှင့်အတူ နှစ်စဉ် မပျက် ကျင်းပ ပေး လျက်ရှိသည်။ အမျိုးသား ယဉ်ကျေးမှု အမွေအနှစ် ဂုဏ်ဒြပ် တစ်ရပ် ဖြစ်တဲ့ မြန်မာ့ တိုင်းရင်းဆေး လောက ဘက်စုံ အဆင့်အတန်း မြင့်မား ရေး ။မြန်မာ့ တိုင်းရင်းဆေးပညာ ဖွံ့ဖြိုးတိုးတက်ရေး ။မြန်မာ့ တိုင်းရင်းဆေးဝါး များ အရည်အသွေး ပိုမို ကောင်းမွန်လာ စေရေး ။ ညီလာခံ အဆက်ဆက် တွင် တိုင်းရင်းဆေး နဲ့ သက်ဆိုင်တဲ့ ကိစ္စ အ၀၀ ကို ဆောင်ရွက် ပေးရ တဲ့ ဌာနဆိုင်ရာ ကိုယ်စားလှယ်များ က ဆွေးနွေး ရန် တွေ့ဆုံပြီး အမြင်များ ကို ဖလှယ်ကြသည် ။,Positive
643,တိုင်းရင်းဆေး ကောင်စီဝင် ကိုယ်စားလှယ်ကြီး များ က ဆွေးနွေး ရန် တွေ့ဆုံပြီး အမြင်များ ကို ဖလှယ်ကြသည် ။ မြန်မာနိုင်ငံ တိုင်းရင်းဆေး ဆရာ အသင်းမှ ကိုယ်စားလှယ်များ က ဆွေးနွေး ရန် တွေ့ဆုံပြီး အမြင်များ ကို ဖလှယ်ကြသည် ။အနယ်နယ် အရပ်ရပ် က တိုင်းရင်းဆေးပညာရှင် ကိုယ်စားလှယ်များ က ဆွေးနွေး ရန် တွေ့ဆုံပြီး အမြင်များ ကို ဖလှယ်ကြသည် ။,Positive
644,တိုင်းရင်းဆေး နှင့် နှီးနွှယ် တဲ့ ပညာရှင် ကိုယ်စားလှယ်များ က ဆွေးနွေး ရန် တွေ့ဆုံပြီး အမြင်များ ကို ဖလှယ်ကြသည် ။ အခု ညီလာခံ ကြီး မှာ လည်း ညီလာခံ ကိုယ်စားလှယ် တိုင်းရင်းဆေး သမားတော်များ နဲ့ နှီးနွှယ် ပညာရှင် အပေါင်း တို့ ဟာ ညီညွတ် ချစ်ခင်စွာ ဆုံစည်း ကြ တတ်ရောက်ပါသည် ။,Positive
645,ကျန်းမာခြင်း သည် လာဘ် တစ် ပါး ဆိုရိုး စကား နဲ့အညီ ကျန်းမာ ပြီး ကြံ့ခိုင် တဲ့ ပြည်သူတို့ က သာလျှင် နိုင်ငံ အကျိုးစီးပွား ကို ထိရောက်စွာ ဖော်ဆောင် မြှင့်တင် ပေးနိုင်မှာ ဖြစ်ပါတယ်။ နိုင်ငံတော် အစိုးရအနေနဲ့ လည်း တစ်မျိုးသားလုံး ကျန်းမာ ကြံ့ခိုင် ရေး နဲ့ ပညာရည် မြင့်မား ရေး ကို အကောင်အထည်ဖော် ဆောင်ရွက်လျက် ရှိပါတယ်။,Positive
646,အဲဒီလို ဆောင်ရွက် ရာမှာ လည်း တိုင်းရင်းဆေးပညာ အဆင့်အတန်း မြှင့်တင်ရေး နဲ့ မြန်မာ့ တိုင်းရင်းဆေးပညာ နဲ့ ပြည်သူတို့ ကို ကျန်းမာရေး စောင့်ရှောက်မှု တိုးမြှင့် လွှမ်းခြုံ ပေး နိုင်ရေးတို့ ကို ဆောင်ရွက်လျက် ရှိပါတယ်။,Positive
647,မြန်မာ့ တိုင်းရင်းဆေးပညာ ဟာ အခြေခံ ဆေးပညာရပ် အမျိုးမျိုး ဆေးကျမ်း အဖုံဖုံ ကုထုံး ကုနည်း အသွယ်သွယ် အာနိသင် ထက်မြက် တဲ့ ဆေးဝါး အရပ်ရပ်တို့ နဲ့ ပြည့်စုံ ကုံလုံ ပြီး ကျယ်ဝန်း နက်ရှိုင်း သိမ်မွေ့ နက်နဲ လှ တဲ့ ပညာရပ် တစ်ခု ဖြစ်တဲ့အတွက် စနစ်တကျ ထိန်းသိမ်း စောင့်ရှောက် မြှင့်တင် ပေးနိုင် မှသာ မတိမ်းပါး မပျက်ယွင်း ဘဲ အရှည်တည်တံ့ ထွန်းကား ပြန့်ပွား နိုင် မှာ ဖြစ်ပါတယ်။,Positive
648,ဒီလို ပြည့်စုံ ကြွယ်ဝ လှ တဲ့ မြန်မာ့ တိုင်းရင်းဆေးပညာရပ် များ နဲ့ အနှစ်သာရ အထွေထွေ ကို စုစည်း ပေါင်းစပ် ပြီး ခေတ်မီ နည်းပညာရပ် များ နဲ့ စံချိန်စံညွှန်း များ ဖော်ထုတ်ကာ ပြီး ပြည့်စုံ တဲ့ အမျိုးသား တိုင်းရင်းဆေးပညာရပ် တစ်ခု အဖြစ် မြှင့်တင် ပေးနိုင် ရေး ကို ဝိုင်းဝန်း အားထုတ် ကြ ရန် လိုအပ်ပါတယ် ။,Positive
649,ဒီနေ့ ခေတ်မှာ ခေတ်မီ ဆေးသိပ္ပံ နည်းစနစ် စွမ်းပကား နဲ့ လူသားတို့ မှာ ဖြစ်ပေါ် နိုင်တဲ့ ရောဂါ ဝေဒနာ အမျိုးမျိုး ကို ရှာဖွေ သိရှိ ကုစား နိုင်တဲ့ အနောက်တိုင်း ဆေးပညာရပ် ကို အားကိုး အားထားပြု ကြသည် ။,Positive
650,အဲဒီလို ပဲ သမုဋ္ဌဌာန် (၄) ပါး လို့ ခေါ်ဆို တဲ့ ကံ စိတ် ဥတု အာဟာရ ညီညွတ် မျှတ အောင် နေထိုင် ကျင့်ကြံ စားသောက် ကြ ရ တဲ့ သဘော ရာသီဥတု သဘာဝပတ်ဝန်းကျင် နဲ့ လိုက်လျောညီထွေ အောင် နေထိုင် စားသောက် ကြ ရ တဲ့ သဘောတို့ ကို လမ်းညွှန်ပြ ဆို ထားတဲ့ မြန်မာ့ တိုင်းရင်းဆေး အနှစ်သာရ များ ကလည်း ရောဂါဘယ မ ဖြစ်ပွားစေ ဘဲ ကျန်းမာ သက်ရှည် ရေး အတွက် မဖောက်မပြန် မှန်ကန် ပြီး အားကိုးထိုက် တဲ့ ပညာရပ် သဘောတရား များ ပဲ ဖြစ်ပါတယ်။,Positive
651,ဒီနေ့ ခေတ်ကာလ မှာ မြန်မာ တို့ သာမက ကမ္ဘာ့ လူမျိုး အသီးသီးတို့ မှာ လည်း သဘာဝ ဆေးပညာ နဲ့ သဘာဝ အစားအစာ ဆေးဝါး တွေ ကို ပိုမို အားကိုး လာ ကြ တာ ကို သတိပြု တွေ့ မြင်ရပါတယ် ။,Positive
652,ဒါကြောင့်မို့ (၁၇) ကြိမ်မြောက် မြန်မာ့ တိုင်းရင်းဆေး သမားတော်များ ညီလာခံ ကြီးရည်မှန်းချက် များ နဲ့အညီ ပြည့်ဝ စွာ ပြီးမြောက် အောင်မြင်ပါစေ ။,Positive
653,မြန်မာ့ တိုင်းရင်းဆေးပညာ အဆင့်အတန်း ဂုဏ်ရှိန် မြင့်မား စွာ တိုးတက် ဖြစ်ထွန်းပါစေ ။,Positive
654,မြန်မာ့ တိုင်းရင်းဆေးပညာ နဲ့ ပြည်သူတို့ ရဲ့ ကျန်းမာရေး ကို တိုးမြှင့် စောင့်ရှောက် ပေး နိုင်ပါစေ ။,Positive
655,ပြည်သူလူထု အားလုံး လည်း ကျန်းမာ သုခ ပြည့်စုံ ကြပါစေ လို့ ဆုတောင်းမေတ္တာပို့သ ရင်း ဂုဏ်ပြု သဝဏ်လွှာ ပေးပို့ အပ်ပါတယ် ။,Positive
656,စစ်ကိုင်း တိုင်းဒေသကြီး လဟယ် မြို့ သို့ ရောက်ရှိနေသည့် နိုင်ငံတော်သမ္မတ ဦးထင်ကျော် နှင့် ဇနီး ဒေါ်စုစုလွင် နှင့် အဖွဲ့ဝင်များသည် မနေ့က နံနက်ပိုင်းတွင် လဟယ် မြို့ စာရာမေရိ ရိပ်သာ ၌ လဟယ် မြို့ပေါ် ရှိ ခရစ်ယာန် အသင်းတော် များ မှ သိက္ခာတော် ရ ဆရာများ သင်းအုပ်ဆရာ များ နှင့် တွေ့ဆုံသည် ။,Positive
657,ထို့နောက် နိုင်ငံတော်သမ္မတ နှင့် ဇနီး နှင့် အဖွဲ့ သည် ရဟတ်ယာဉ်များ ဖြင့် လဟယ် မြို့ မှ နန်းယွန်း မြို့ သို့ ရောက်ရှိကြသည် ။,Positive
658,သူတို့ ကို ဒေသ ကွပ်ကဲရေးမှူး ဗိုလ်မှူးချုပ် မြင့်စိုး ပြည်သူ့လွှတ်တော် ကိုယ်စားလှယ် ဦး၀မ်လှ မြို့မိမြို့ဖ များ ရိုးရာ ယဉ်ကျေးမှု အဖွဲ့ဝင်များ နှင့် တာဝန်ရှိသူများက ကြိုဆို ကြသည် ။,Positive
659,ယင်းနောက် နိုင်ငံတော်သမ္မတ နှင့် အဖွဲ့ သည် နန်းယွန်း မြို့ ပြည်သူ့ဆေးရုံသို့ ရောက်ရှိ ပြီး ဆေးကုသမှု ခံယူ နေကြ သူ များ အား အားပေး စကား ပြောကြား ကာ စားသောက်ဖွယ်ရာ များ နှင့် ထောက်ပံ့ငွေ များ ပေးအပ်သည်။,Positive
660,တွေ့ဆုံပွဲ တွင် ပြည်သူ့လွှတ်တော် ကိုယ်စားလှယ် ဦး၀မ်လှ နှင့် မြို့နယ် နာဂ ရိုးရာ စာပေ နှင့် ယဉ်ကျေးမှု ကော်မတီ ဒုတိယဥက္ကဋ္ဌ ဦးရွှေလန်းတို့ က ဒေသ ဖွံ့ဖြိုးရေး ဆိုင်ရာ လိုအပ်ချက်များ ကို ရှင်းလင်း တင်ပြကြသည် ။,Positive
661,နိုင်ငံတော်သမ္မတ က ဒေသ လိုအပ်ချက်များ အပေါ် ပြည်ထောင်စု အစိုးရ အနေဖြင့် ဆောင်ရွက် ပေးနိုင်သည် များ ကို အလေးအနက်ထား ဆောင်ရွက် ပေးသွားမည် ဖြစ်ကြောင်း ပြောကြားသည်။ တိုင်းဒေသကြီး နှင့် ပြည်နယ် အစိုးရအဖွဲ့ မှတစ်ဆင့် ပြည်ထောင်စု အစိုးရအဖွဲ့ ထံ တင်ပြ ရန် မှာကြားသည် ။ယင်းနောက် ပြည်ထောင်စုဝန်ကြီး ဒုတိယ ဗိုလ်ချုပ်ကြီး ရဲအောင် က သန့်ရှင်းသော သောက်သုံးရေ ရရှိရေး နှင့် ရေအားလျှပ်စစ် ထုတ်ယူ ရေး ဆိုင်ရာ များ ကို ရှင်းလင်း ဖော်ပြသည်။,Positive
662,ပြည်ထောင်စုဝန်ကြီး ဒေါက်တာဝင်းမြတ်အေးက အမျိုးသမီးများ ကိုယ်ဝန်ဆောင် ကာလ မှ မွေးဖွား ပြီး ကလေး နှစ်နှစ် သား အရွယ် အထိ အာဟာရ ထောက်ပံ့ရေး ဆိုင်ရာ များ အရေးကြီး ကြောင်း ကို ပြောကြားသည်။,Positive
663,ပြည်ထောင်စုဝန်ကြီး ဒေါက်တာ မျိုးသိမ်းကြီး က ကျောင်း အဆင့် တိုးမြှင့်ရေး ဆိုင်ရာ ကိစ္စရပ်များ ကို လမ်းညွှန် သည် ။ ပြည်ထောင်စုဝန်ကြီး ဒေါက်တာ မြင့်ထွေး က လူနာတင်ယာဉ် ထောက်ပံ့ရေး နှင့် ငှက်ဖျား ရောဂါ ပပျောက် ရေး နှင့် ကျန်းမာရေး အသိပညာ ပေးရေး အခြေအနေများကို ဆွေးနွေးသည် ။,Positive
664,ပြည်ထောင်စုဝန်ကြီး ဦးဝင်းခိုင် က ခန္တီး - လဟယ်- နန်းယွန်း လမ်းမကြီး အဆင့်မြှင့်တင် ပြုပြင်ရေး နှင့် တံတား တည်ဆောက်ခြင်း အတွက် ပြင်ဆင်မှုများ ကို ရှင်းလင်း ပြောကြားကြသည် ။,Positive
665,ထို့နောက် နိုင်ငံတော်သမ္မတ က မြို့နယ် စီမံခန့်ခွဲမှု ကော်မတီ ဥက္ကဋ္ဌ ဦးဇော်မော်အောင် နှင့် ပြည်သူ့လွှတ်တော် ကိုယ်စားလှယ် ဦး၀မ်လှတို့ ထံ ဒေသ ဖွံ့ဖြိုးရေး အတွက် ထောက်ပံ့ရေး ပစ္စည်းများ ပေးအပ်သည်။ နိုင်ငံတော်သမ္မတ နှင့် အဖွဲ့ဝင်များသည် ရဟတ်ယာဉ်များ ဖြင့် နန်းယွန်း မြို့ မှ ထွက်ခွာသည် ။ ထို နေ့ တွင် နေပြည်တော် သို့ ပြန်လည် ရောက်ရှိကြသည် ။,Positive
666,ယနေ့ ဇန်နဝါရီလ ၁၅ရက်နေ့ မှာ ကျရောက် တဲ့ (၆၅) နှစ် မြောက် ကယားပြည်နယ်နေ့ အခမ်းအနားကို ဂုဏ်ပြု သဝဏ်လွှာ ပေးပို့ ခွင့်ရ တဲ့ အတွက် များစွာ ဂုဏ်ယူ ပြီး ဝမ်းမြောက် မိပါတယ် ။,Positive
667,ယနေ့ ချိန်ခါ ဟာ ကယားပြည်နယ် အတွင်း မှီတင်း နေထိုင် ကြတဲ့ တိုင်းရင်းသား ညီအစ်ကို မောင်နှမ များ ရဲ့ နေ့ထူးနေ့မြတ် အဖြစ် အသိအမှတ်ပြု ထားတဲ့ ကယားပြည်နယ်နေ့ ဖြစ်ပါတယ်။,Positive
668,ကယားပြည်နယ် အတွင်း နေထိုင် ကြတဲ့ ကယား တိုင်းရင်းသား များ နိုင်ငံ တစ်ဝန်းလုံး မှာ ပျံ့နှံ့ နေထိုင် လျက် ရှိ ကြတဲ့ ကယား တိုင်းရင်းသား များ နှင့်တကွ ပြည်ထောင်စုဖွား တိုင်းရင်းသား များ အားလုံး ကောင်းကျိုး ချမ်းသာ မင်္ဂလာ အဖြာဖြာ နှင့် ပြည့်စုံ ပါစေ ကြောင်း နေ့ထူးနေ့မြတ် ဖြစ်တဲ့ ကယားပြည်နယ်နေ့ မှာ ဆုမွန်ကောင်း နဲ့ နှုတ်ခွန်း ဆက်သအပ်ပါတယ် ။,Positive
669,မြန်မာနိုင်ငံ လွတ်လပ်ရေး ရပြီးနောက် ပြည်နယ် နှင့် တိုင်း များ ဖွဲ့စည်း တည်ထောင် ရာမှာ ၁၉၄၇ ခုနှစ် ဖွဲ့စည်း အုပ်ချုပ် ပုံ အခြေခံ ဥပဒေပုဒ်မ ၁၈၀ ၊ ပုဒ်မခွဲ (၁) အရ ကရင်နီ ပြည်နယ် ကို ကရင်ပြည်နယ် အတွင်း ထည့်သွင်း ပြဋ္ဌာန်းခဲ့သည် ။,Positive
670,"၁၉၅၁ ခုနှစ် ဖွဲ့စည်း အုပ်ချုပ် ပုံ အခြေခံ ဥပဒ ပြင်ဆင်ချက် အက်ဥပဒေ ပုဒ်မ ၈ အရ ပြည်ထောင်စု မြန်မာ နိုင်ငံတော် ဖွဲ့စည်း အုပ်ချုပ် ပုံ အခြေခံဥပဒေ မှာ "" ကရင်နီ ပြည်နယ် "" ဆိုတဲ့ စကားရပ် ပါရှိတဲ့ နေရာ တိုင်း မှာ အဲဒီ စကားရပ် အစား"" ကယားပြည်နယ် "" ဆိုတဲ့ စကားရပ် ကို ထည့်သွင်း ရမယ်လို့ ပြဋ္ဌာန်း ခဲ့ပါတယ်။ ဒီလို ကရင်နီ ပြည်နယ် မှ ကယားပြည်နယ် သို့ ပြောင်းလဲ ခေါ်တွင် တဲ့ ပထမဦးဆုံးသော "" ကယားပြည်နယ်နေ့ "" အခမ်းအနားကို ၁၉၅၂ ခုနှစ် ဇန်နဝါရီလ ၁၅ရက်နေ့ မှာ စတင် ကျင်းပခဲ့တယ် ။",Positive
671,ဒီနှစ် ဆိုရင် (၆၅) နှစ် ပြည့် မြောက် ခဲ့ပြီ ဖြစ်ပါတယ်။ သမိုင်းကြောင်းကို ပြန်ကြည့် မယ် ဆိုရင် ကယားပြည်နယ် မှာ ကယား မျိုးနွယ်စုဝင် (၉) မျိုး ရှိပါတယ်။,Positive
672,ဒါ့အပြင် အခြား တိုင်းရင်းသား များ လည်း ရှေးပဝေသဏီ ကတည်းက ချစ်ခင် ရင်းနှီး စွာ နေထိုင်ခဲ့ကြ ပါတယ်။,Positive
673,လွတ်လပ်ရေး ရ ပြီး နောက်ပိုင်းမှာ တိုင်းရင်းသား ညီအစ်ကို မောင်နှမ အကြား သံသယများ ကြောင့် ပဋိပက္ခများ ဆယ်စုနှစ် ပေါင်းများစွာ ဖြစ်ပေါ်ခဲ့တယ် ။,Positive
674,ထို့ကြောင့် မြန်မာနိုင်ငံ ဟာ နိုင်ငံရေး စီးပွားရေး နှင့် လူမှုရေး အဘက်ဘက် မှာ အိမ်နီးချင်း နိုင်ငံ များ ထက် နောက်ကျ ခဲ့ရပါတယ် ။,Positive
675,ကယားပြည်နယ် ရှိ လောပိတ ရေအားလျှပ်စစ် စက်ရုံများ ဟာ မြန်မာနိုင်ငံ အတွက် လျှပ်စစ်ဓာတ်အား ဖြန့်ဖြူး ရာမှာ အဓိက ကျတဲ့ စက်ရုံများ အဖြစ် နှစ်ပေါင်းများစွာ ရပ်တည်ခဲ့တယ် ။,Positive
676,သဘာဝ လျှို မြောင် တော တောင် ရေတံခွန် စိမ့်စမ်း တွေ နဲ့ သာယာ လှပ တဲ့ ပြည်နယ် ဖြစ်တဲ့အတွက် သဘာဝ အခြေခံ ခရီးသွားလုပ်ငန်း မြှင့်တင် ပေးနိုင် ဖို့ အလားအလာ ကောင်းတဲ့ ပြည်နယ် တစ်ခု လည်း ဖြစ်ပါတယ်။,Positive
677,ဒါပေမဲ့ ဒီနေ့ ဒီချိန်ခါ မှာ ကယားပြည်နယ် အတွင်း သေနတ် သံ ဗုံးသံ တွေ တိတ် သလောက် ဖြစ်နေပါပြီ ။,Positive
678,ကယားပြည်နယ် အတွင်းရှိ တိုင်းရင်းသား လက်နက်ကိုင် အဖွဲ့များသည် ပြည်ထောင်စု ငြိမ်းချမ်းရေး လုပ်ငန်းစဉ်များ မှာ ပူးပေါင်းပါဝင် ဆောင်ရွက်လာသည် ။,Positive
679,ကရင်ပြည်နယ် တိုင်းရင်းသား တွေ သည် ငြိမ်းချမ်းရေး ရဲ့ အသီးအပွင့် များ နှင့် ဖွံ့ဖြိုးတိုးတက်မှု အခွင့်အလမ်းသစ် များ လည်း ကို စတင် ခံစား နေကြပြီ ။,Positive
680,ထို့ကြောင့် အခုလို သေနတ် သံ တွေ ရပ် နိုင်ရာ က ရေရှည်တည်တံ့ ခိုင်မြဲ တဲ့ ငြိမ်းချမ်းရေး ဖြစ်ဖို့ အတွက် တိုင်းရင်းသား ညီအစ်ကို မောင်နှမ များ အားလုံး လက်တွဲ ပါဝင် ရန် အလွန် အရေးကြီးပါတယ်။,Positive
